time_s,base,observed,interpolated,covered
10.5999894,0.10985810396276444,True,False,True
10.6333227,0.14388838153523398,True,False,True
10.666656,0.1616372405817329,True,False,True
10.6999893,0.15969744295403845,True,False,True
10.7333226,0.13623216171025632,True,False,True
10.7666559,0.09111278032273855,True,False,True
10.7999892,0.025926221793582407,True,False,True
10.8333225,-0.05614282184595492,True,False,True
10.8666558,-0.15053982922875833,True,False,True
10.8999891,-0.2516563584564682,True,False,True
10.9333224,-0.3532071362954734,True,False,True
10.9666557,-0.44863964506888493,True,False,True
10.999989,-0.5315480366207666,True,False,True
11.0333223,-0.5960656377985225,True,False,True
11.0666556,-0.6372141057345305,True,False,True
11.0999889,-0.6511918943281658,True,False,True
11.1333222,-0.6355896358855468,True,False,True
11.1666555,-0.5895249638587864,True,False,True
11.1999888,-0.513693954341107,True,False,True
11.2333221,-0.4103405869361647,True,False,True
11.2666554,-0.28314932551233923,True,False,True
11.2999887,-0.13706904081542068,True,False,True
11.333322,0.02192099381430828,True,False,True
11.3666553,0.18709042523358022,True,False,True
11.3999886,0.3512686145436821,True,False,True
11.4333219,0.5071724430078207,True,False,True
11.4666552,0.6477366521800658,True,False,True
11.4999885,0.7664327616344472,True,False,True
11.5333218,0.857563595896574,True,False,True
11.5666551,0.9165218254167051,True,False,True
11.5999884,0.9400026015141478,True,False,True
11.6333217,0.9261622657353982,True,False,True
11.666655,0.87471717490191,True,False,True
11.6999883,0.7869788511949887,True,False,True
11.7333216,0.6658238981910622,True,False,True
11.7666549,0.5155993798365108,True,False,True
11.7999882,0.34196660098505915,True,False,True
11.8333215,0.15168841292181012,True,False,True
11.8666548,-0.04763275211321532,True,False,True
11.8999881,-0.24785698916030205,True,False,True
11.9333214,-0.4406383310521603,True,False,True
11.9666547,-0.6177731780622425,True,False,True
11.999988,-0.771552348847534,True,False,True
12.0333213,-0.8951026265051134,True,False,True
12.0666546,-0.9827033893088172,True,False,True
12.0999879,-1.030064131263856,True,False,True
12.1333212,-1.034549444200836,True,False,True
12.1666545,-0.9953393930736864,True,False,True
12.1999878,-0.913515196785081,True,False,True
12.2333211,-0.7920627328234036,True,False,True
12.2666544,-0.6357895882508502,True,False,True
12.2999877,-0.4511551146141118,True,False,True
12.333321,-0.2460170944008318,True,False,True
12.3666543,-0.029303022846382615,True,False,True
12.3999876,0.18938157104436634,True,False,True
12.4333209,0.400191165875342,True,False,True
12.4666542,0.5935044270313504,True,False,True
12.4999875,0.7603915355329858,True,False,True
12.533320799999998,0.8930600753058714,True,False,True
12.5666541,0.9852546928706445,True,False,True
12.5999874,1.032587122231216,True,False,True
12.6333207,1.032776172187013,True,False,True
12.666654,0.9857818210419135,True,False,True
12.6999873,0.8938234285368055,True,False,True
12.7333206,0.761278893201614,True,False,True
12.7666539,0.5944688778271021,True,False,True
12.7999872,0.4013374452232595,True,False,True
12.8333205,0.1910470187118984,True,False,True
12.8666538,-0.026489026721081835,True,False,True
12.8999871,-0.24110906290357473,True,False,True
12.9333204,-0.4429122525927994,True,False,True
12.9666537,-0.6227451561246825,True,False,True
12.999987,-0.7726392341161048,True,False,True
